"","3-fold embryo Ce","4-cell embryo Ce","adult Ce","dauer larva Ce","elongating embryo Ce","enclosing embryo Ce","fully-elongated embryo Ce","gastrulating embryo Ce","L1 larva Ce","L2 larva Ce","L2d-dauer molt Ce","L3 larva Ce","L4 larva Ce","late cleavage stage embryo Ce","newly molted young adult hermaphrodite Ce","post dauer stage Ce","proliferating embryo Ce"
"WBGene00007375",3288,4,23,64,3374,58,2796,27,117,170,85,315,477,464,51,51,3260
"WBGene00007377",10,22,35,4,6,2,63,95,70,6,7,8,71,8,28,6,1170
"WBGene00007378",64,4,32,87,14,5,150,27,188,56,90,38,356,18,156,39,353
"WBGene00007381",6,2,78,19,1,14,20,7,171,9,20,75,264,15,286,14,34
"WBGene00007382",0,3,12,46,1,1,18,0,27,2,8,24,167,5,146,7,8
"WBGene00007383",1,1,1,7,1,3,3,3,1,1,1,0,63,6,13,1,3
"WBGene00007384",650,5,474,35422,1382,390,2741,1723,24566,1865,28606,3243,3292,1388,2287,13463,2908
"WBGene00007385",20358,6239,12348,20359,18329,12601,30075,37914,66920,20092,20609,30930,23320,8949,38167,21971,90677
"WBGene00007386",1044,335,540,1205,2275,288,2340,1564,2647,505,1098,955,668,984,2046,1368,2446
"WBGene00007387",1010,513,495,1181,1926,1257,1617,2596,1173,375,928,1080,596,1103,2220,1279,5276
"WBGene00007388",598,25,129,248,648,95,1165,197,5062,338,279,611,268,267,491,323,727
"WBGene00007389",180,8,31,1817,61,2,725,12,7914,349,1304,192,194,14,60,1008,354
"WBGene00007390",3334,766,1617,2696,4379,741,3684,3024,7377,2550,2516,1730,1275,1595,4046,3436,13684
"WBGene00007391",405,806,616,1485,290,19,630,568,591,24,1481,88,202,76,1363,886,6542
"WBGene00007392",154,1,116,620,173,4,307,19,819,184,756,483,205,20,318,387,77
"WBGene00007393",70,3,7,119,117,3,93,11,275,40,256,142,46,29,82,98,27
"WBGene00007394",1750,15,566,2073,2573,47,1912,641,961,707,1731,1583,1243,643,1702,1933,1091
"WBGene00007395",3012,22,943,12238,3622,348,6780,545,35023,2340,15256,2045,1188,1143,1986,11931,2813
"WBGene00007396",830,8,92,2086,600,12,1685,36,2794,329,2532,512,494,86,306,1549,748
"WBGene00007397",63,7,34,287,374,13,434,18,2987,76,1568,111,101,143,99,1158,125
"WBGene00007398",0,1,21,13,4,2,8,2,76,6,6,7,1261,4,211,11,8
"WBGene00007399",0,3,2,5,3,5,9,4,24,17,8,9,0,9,8,12,8
"WBGene00007400",1787,1580,1596,1591,3271,2076,3309,6235,3437,626,1314,1331,1508,2231,4318,1407,24309
"WBGene00007401",1113,3,4,12,276,1,1532,8,185,6,7,1,6,34,2,3,1521
"WBGene00007402",1320,4,191,447,3899,103,2373,128,976,581,709,1281,304,1266,994,1243,1020
"WBGene00007403",1709,863,1071,3034,2906,652,3519,2336,3045,818,1271,995,694,1649,3615,1528,10265
"WBGene00007404",30,14,41,7167,41,6,151,17,2119,163,3917,337,75,26,150,6968,63
"WBGene00007405",2985,133,195,4118,3506,113,5217,308,15129,1271,4229,579,2596,726,659,2460,8497
"WBGene00007406",63,1,0,8,16,2,82,6,72,6,3,2,30,7,13,6,148
"WBGene00007407",16,0,0,14,46,12,11,4,20,9,20,145,4,19,11,16,24
"WBGene00007408",3,1,8,655,29,8,111,2,1295,151,400,73,56,7,30,437,26
"WBGene00007409",3005,5,140,1021,3659,28,4449,570,17765,501,1015,807,308,881,420,907,1224
"WBGene00007410",112,6,5,175,474,178,168,424,133,24,281,22,62,260,22,247,406
"WBGene00007411",19,4,4,157,34,4,104,13,649,65,45,19,16,18,13,85,61
"WBGene00007412",2678,998,2593,4229,4517,563,6770,2593,4208,781,2353,1942,1645,2372,5052,2526,19150
"WBGene00007413",4550,1160,2602,7357,8635,909,10032,3200,11695,2076,5901,4305,3036,4042,7318,8302,14847
"WBGene00007414",2734,7,347,5382,1546,21,6902,259,30025,1131,9493,1010,1293,176,413,3665,4319
"WBGene00007415",36,4,187,25,10,5,52,17,100,11,10,293,639,6,109,25,127
"WBGene00007416",281,4,1,223,281,6,551,27,2834,80,126,15,32,38,13,174,664
"WBGene00007417",8410,601,404,1392,11411,611,6679,1996,3989,1348,867,257,321,3260,951,877,15620
"WBGene00007418",14,5,8,162,26,50,59,267,116,7,44,5,26,23,10,63,409
"WBGene00007419",817,39,464,497,1995,526,1343,1009,473,204,405,361,440,689,983,351,854
"WBGene00007420",2641,7,3,54,2823,70,2514,29,73,642,113,573,496,382,99,15,418
"WBGene00007421",427,3,106,2536,825,37,901,60,1533,88,2416,422,198,155,441,1358,127
"WBGene00007422",392,10,403,3149,58,7,2349,32,1644,2171,2152,3851,1894,11,2808,5115,335
"WBGene00007423",20,1,12,442,10,1,92,1,159,74,163,91,72,7,64,577,49
"WBGene00007424",372,7,76,262,262,5,593,10,895,135,377,661,736,46,659,505,127
"WBGene00007425",6112,4,10,162,531,5,46903,83,878,356,280,171,391,28,32,102,14959
"WBGene00007426",22,0,0,15,12,4,114,1,44,7,26,5,9,7,7,23,61
"WBGene00007427",2,1,0,6,6,3,6,4,9,3,4,9,94,1,28,23,42
"WBGene00007428",8718,2121,6171,5045,12022,722,15201,3338,14817,3399,3036,4652,2614,5110,10128,3946,24660
"WBGene00007429",2019,1236,914,2012,4507,2409,3037,7595,3403,532,1889,1211,837,2315,3392,1845,11714
"WBGene00007430",172,6,170,895,119,8,413,40,1164,644,2025,615,456,21,774,518,177
"WBGene00007431",1045,6,81,808,540,7,1740,41,390,209,774,614,247,62,540,707,333
"WBGene00007432",0,2,0,0,0,1,6,3,14,3,1,4,5,4,6,3,15
"WBGene00007433",18309,4456,12982,17065,33321,1522,52090,12959,43853,6719,9473,4887,3491,16708,13009,9779,118347
"WBGene00007434",947,1178,1216,2772,2316,1129,2997,3594,1508,343,1508,873,898,1662,3048,1995,12221
"WBGene00007435",685,440,1044,1301,1345,61,1385,497,506,851,883,1325,647,683,3129,882,3982
"WBGene00007436",734,404,838,1428,2454,3642,2413,6725,1035,496,1194,1029,1057,3033,2337,1145,10753
"WBGene00007437",2,4,2,2,0,1,28,1,17,10,4,4,4,3,15,3,4
"WBGene00007438",6,4,0,0,4,2,11,2,24,3,2,0,0,7,2,0,20
"WBGene00007439",2,0,4,1419,5,0,10,0,21,7,478,5,84,2,159,680,50
"WBGene00007440",103,1,33,671,85,4,189,17,2679,330,1231,219,183,13,132,376,31
"WBGene00007441",0,0,0,11,0,0,2,0,12,1,7,0,4,0,3,24,6
"WBGene00007442",0,0,0,1,0,1,7,0,3,0,1,0,3,1,1,0,2
"WBGene00007443",3025,850,1421,4332,8085,4003,7705,10787,4992,1309,4227,2711,3821,5445,5830,2822,14127
"WBGene00007444",1407,994,1454,4227,1738,193,2632,1047,2167,985,2284,1787,1100,750,3750,2903,6859
"WBGene00007445",926,1801,3371,1394,492,147,1671,1826,770,114,744,611,1020,192,5011,508,23865
"WBGene00007446",2,10,104,8,20,45,44,242,6,5,2,465,604,24,350,2,449
"WBGene00007447",1,5,9,1,19,5,36,275,4,4,0,0,7,12,4,0,695
"WBGene00007448",55,10,382,97,45,9,94,39,57,7,18,283,949,31,764,6,199
"WBGene00007449",546,132,1123,3138,730,352,2971,660,2801,955,3396,2505,3155,440,1803,7419,4645
"WBGene00007450",56,6,63,105,27,3,131,2,1677,619,369,365,116,5,217,525,9
"WBGene00007452",0,2,21,533,2,3,28,3,675,126,211,98,70,7,57,360,5
"WBGene00007453",22,1,44,288,7,0,132,10,1095,145,408,213,110,5,237,452,22
"WBGene00007454",22,1,101,359,12,1,49,4,120,33,250,159,89,6,183,165,38
"WBGene00007455",3627,52,2336,2318,3637,69,11136,656,6968,10954,3636,13116,29814,1215,11594,5342,11291
"WBGene00007456",6,4,0,70,0,0,18,1,34,7,14,1,2,8,4,18,7
"WBGene00007457",0,3,396,20,1,2,3,7,6,3,15,191,1231,9,688,22,24
"WBGene00007458",4,58,17039,67,1,2,2,1,7,5,30,302,12223,3,38170,49,27
"WBGene00007459",0,0,78,3,0,1,0,1,0,1,0,1,9,3,262,2,0
"WBGene00007460",1699,5,378,1235,1737,13,2505,306,8578,601,1036,1776,514,314,756,2731,518
"WBGene00007463",62225,11595,57232,102160,117685,6681,172674,35871,188637,75806,72390,120273,47110,66596,87086,89600,243689
"WBGene00007464",756,365,1458,2008,1163,60,1593,549,1259,642,1056,1408,694,516,2108,1270,4754
"WBGene00007465",0,3,5,251,0,4,27,2,234,39,267,79,48,9,22,166,18
"WBGene00007466",0,1,0,4440,20,2,21,5,43,2,2558,12,13,8,15,3124,22
"WBGene00007467",5,5,2,460,3,8,26,2,923,28,278,52,62,8,20,390,26
"WBGene00007468",14,4,1,143,6,5,5,1,10,2,52,2,5,8,7,71,16
"WBGene00007469",2,5,3,112,5,2,9,4,59,16,79,17,28,11,23,76,20
"WBGene00007470",1,1,4,159,0,3,12,5,63,24,120,37,37,4,23,104,36
"WBGene00007471",0,1,2,107,2,12,7,0,63,28,76,34,49,14,19,88,20
"WBGene00007472",10,4,6,1158,3,5,39,2,65,11,565,15,41,16,41,694,26
"WBGene00007473",0,4,22,1007,0,2,9,1,71,4,663,16,59,7,58,673,11
"WBGene00007474",1744,18,311,1017,1463,231,1837,156,6910,887,4872,1112,676,343,1759,679,864
"WBGene00007476",769,538,473,1186,851,78,1801,652,2121,152,1309,298,405,227,1002,1035,4706
"WBGene00007478",2,5,167,2,41,67,30,51,4,4,2,52,243,58,192,0,120
"WBGene00007479",24557,28,342,734,75657,1554,70591,4759,985,18865,4548,22973,1531,34107,245,668,72755
"WBGene00007480",124,11,369,877,79,6,457,18,4148,291,791,874,399,19,831,798,162
"WBGene00007482",169,9,71,45,199,27,118,26,1067,423,152,729,56,36,50,50,60
"WBGene00007483",161,2,4,29,37,3,281,10,658,178,52,68,131,13,16,60,213
"WBGene00007484",27,3,7,3,2,8,173,6,1476,174,12,13,23,18,9,5,233
"WBGene00007485",4,6,2,6,2,41,30,210,106,8,2,0,5,21,9,0,138
"WBGene00007486",2026,62,179,1928,1200,27,2778,217,17909,1506,1565,632,243,193,331,1444,2439
"WBGene00007487",552,31,64,619,207,285,1066,1086,10992,1340,597,140,188,175,93,520,2400
"WBGene00007488",978,369,710,3169,1609,359,1875,790,2176,448,1708,916,893,836,2539,2331,2982
"WBGene00007489",27,13,142,80,45,5,71,19,78,13,38,163,285,18,231,16,195
"WBGene00007490",4342,25,23,509,4314,21,4833,189,2074,180,320,73,27,738,44,341,2159
"WBGene00007492",3279,1439,4213,8531,3263,557,6050,2727,59664,5787,10082,4090,3478,1303,7414,5644,21931
"WBGene00007493",1372,1571,1560,1635,2164,837,2699,3631,2575,508,1137,1361,1113,1345,5002,1209,20752
"WBGene00007494",238,3,0,4,277,7,221,6,8,83,15,22,59,22,4,13,385
"WBGene00007495",466,4,7,957,234,6,691,6,1012,149,1316,196,45,26,91,708,115
"WBGene00007496",37,7,56,0,48,5,17,5,7,3,4,34,59,18,305,21,9
"WBGene00007497",5,2,5,4,0,1,11,1,7,2,0,0,17,9,32,2,6
"WBGene00007499",928,986,929,3413,1366,318,2649,1484,8317,331,3231,349,1923,663,1263,2061,21036
"WBGene00007500",2248,2783,5359,4512,3885,1657,6532,7312,3930,774,2657,1702,2121,3467,9326,2463,30354
"WBGene00007501",407,668,1562,1202,924,109,1869,665,1806,523,481,650,352,548,1707,582,7310
"WBGene00007502",125,3,14,1203,34,4,510,13,2551,174,702,93,51,13,58,565,196
"WBGene00007503",6,12,25,72,10,3,35,26,117,13,30,219,490,9,301,35,94
"WBGene00007504",630,262,596,1732,797,99,988,395,1670,398,746,513,2009,403,2059,961,5719
"WBGene00007505",30100,1698,9348,23563,45638,475,53423,6837,40692,8346,22003,13489,4992,17477,10990,15101,51706
"WBGene00007506",36,4,48,337,29,7,175,54,175,38,515,227,98,17,167,498,76
"WBGene00007507",33,10,105,146,151,332,460,1263,40,18,145,81,3666,325,1264,591,4935
"WBGene00007508",37,10,443,428,44,175,410,952,319,12,235,267,1514,158,1393,436,2257
"WBGene00007509",10,7,21,28,53,459,316,2533,43,3,20,34,39,205,131,27,1313
"WBGene00007511",2,2,33,1777,1,3,75,8,1130,359,2032,121,170,7,102,1511,18
"WBGene00007512",2,6,139,2,0,2,4,7,61,6,1,75,260,8,162,0,11
"WBGene00007513",1261,1167,2307,4031,2071,284,3101,2261,7320,764,3259,1352,1231,1141,3841,2557,14365
"WBGene00007514",11218,3535,5163,12082,15683,628,26818,5516,10364,5206,7166,8188,3970,6565,10678,7436,47460
"WBGene00007515",124,65,90,100,77,46,237,154,360,38,55,156,97,44,209,50,730
"WBGene00007516",2329,21,2129,55636,5170,123,3450,96,4255,1764,60355,2566,3093,857,4824,49290,1279
"WBGene00007517",199,3,186,1708,419,10,539,14,10487,433,1647,898,131,106,514,1756,149
"WBGene00007518",50,4,4,658,180,5,156,7,1651,50,834,38,77,48,38,472,224
"WBGene00007520",15191,14,524,4537,8262,50,23952,334,15340,2440,4227,1868,693,1181,910,3044,7436
"WBGene00007521",11,2,383,30,7,5,40,7,26,19,21,27,217,9,1554,27,24
"WBGene00007522",54,0,4,225,14,3,124,4,810,37,192,59,47,2,10,181,130
"WBGene00007523",5,6,4,4,3,36,21,170,6,2,4,0,2,23,4,14,343
"WBGene00007525",94,2,71,969,100,8,263,4,6581,164,1747,162,372,17,232,1547,125
"WBGene00007528",1243,139,129,608,2307,198,2332,857,1978,248,513,517,238,1066,415,708,2341
"WBGene00007529",6568,592,861,2219,9029,1129,10658,3537,6970,2088,2920,2108,1097,3390,1281,2117,14711
"WBGene00007530",27,10,12,22,16,6,78,62,210,1035,31,3528,399,26,45,69,113
"WBGene00007531",2366,10,16,330,4354,3010,2183,2138,496,107,335,103,50,2621,47,357,1345
"WBGene00007533",3958,11,861,351,6118,69,2797,154,1380,1804,560,3988,1582,1439,4229,1355,742
"WBGene00007534",13259,1550,8593,15532,18121,5357,32346,11972,47451,3592,9698,5758,4404,8808,10124,10657,46383
"WBGene00007535",0,0,0,9249,4,2,4,1,14,2,15064,0,0,8,3,3551,0
"WBGene00007536",85,10,193,335,102,8,381,14,144,580,486,1495,425,42,1975,302,73
"WBGene00007537",14,1,5,27,19,7,212,7,84,28,34,179,188,16,270,95,21
"WBGene00007538",0,0,19,178,2,2,6,1,33,5,281,62,197,0,197,94,2
"WBGene00007540",3,1,1,119,3,2,21,1,28,1,66,8,14,2,8,128,11
"WBGene00007541",1,0,17,270,0,1,1357,4,346,111,598,679,588,1,343,466,156
"WBGene00007542",25,5,1,18,5,0,102,2,143,65,16,4,37,6,15,8,97
"WBGene00007543",4,1,16,10,4,0,231,0,80,54,48,705,421,2,671,33,25
"WBGene00007544",0,0,10,8,1,0,282,0,91,62,95,319,339,2,243,410,34
"WBGene00007545",1030,897,2707,1356,828,89,4177,625,3172,677,5242,1577,1511,441,4836,894,5793
"WBGene00007546",570,3,43,710,585,20,941,26,1569,170,533,402,136,123,343,804,243
"WBGene00007547",2119,143,143,2010,2408,29,2956,276,4138,579,1048,389,140,544,459,1830,1447
"WBGene00007548",769,133,124,455,1877,1007,1256,2011,1693,116,407,198,166,1241,261,537,2059
"WBGene00007549",4308,24,476,2019,5534,92,5016,137,4314,1517,3886,3444,1528,1188,1974,3375,2497
"WBGene00007550",68,6,87,2484,12,15,173,160,1087,59,1518,234,253,18,228,2102,202
"WBGene00007551",94,16,24,1091,62,2,400,13,712,154,668,152,70,7,126,628,91
"WBGene00007552",9298,12,18,113,6836,53,5969,184,121,2170,209,1974,527,645,98,69,2502
"WBGene00007553",329,6,99,1186,613,10,550,30,16405,1660,1671,227,244,151,314,580,382
"WBGene00007554",4659,1479,4872,9531,5900,407,9746,2701,32191,2990,6176,3648,2803,2664,8970,6239,20292
"WBGene00007555",3554,326,1525,21346,7363,10253,10814,12871,21643,1274,8529,2652,1739,6971,4174,13390,10335
"WBGene00007556",4544,965,1958,2373,6830,509,7099,1627,2772,1567,1622,2717,1316,3385,4810,2089,8928
"WBGene00007557",864,3,202,1440,2223,256,1202,765,3460,488,1420,1252,625,641,1009,1684,392
"WBGene00007558",789,10,88,354,1616,48,1037,160,2320,203,459,381,398,312,331,571,251
"WBGene00007559",48,4,91,0,17,4,45,2,14,11,0,91,245,9,170,1,15
"WBGene00007560",16886,1,18,23,7592,3,20723,20,50,4456,111,2355,695,175,72,20,3498
"WBGene00007561",7409,1358,2029,2198,8987,616,7652,3498,9868,1621,2316,1543,1423,2789,3933,2039,24830
"WBGene00007562",3198,11,206,5384,4243,28,4510,61,8112,1326,5390,1230,371,835,665,4086,1463
"WBGene00007563",77,6,363,74,113,2,60,11,464,18,80,193,440,21,312,118,35
"WBGene00007564",3302,544,1651,4582,4686,481,5206,1667,2507,1692,3168,3803,2639,2065,6019,3508,4592
"WBGene00007565",43,15,2172,33,1,2,139,7,4929,572,145,2040,1922,3,2183,528,53
"WBGene00007567",0,0,2,0,1,0,2,0,6,1,0,4,15,2,12,0,0
"WBGene00007569",1,3,2,3,0,0,7,0,9,2,1,52,310,9,31,3,17
"WBGene00007570",1,5,49,0,0,5,4,5,4,4,0,101,537,12,263,2,13
"WBGene00007571",0,0,0,0,1,2,6,1,6,1,0,2,26,4,19,0,6
"WBGene00007572",4,2,10,0,2,0,7,1,0,0,0,8,149,2,52,0,11
"WBGene00007573",452,1801,2370,505,799,221,845,810,515,145,282,509,1020,457,6088,316,4964
"WBGene00007574",1138,142,380,2241,1124,157,2261,715,4533,454,1389,1399,856,426,1015,1562,2165
"WBGene00007576",1364,677,929,6058,3039,5005,4287,7920,6650,555,2860,1201,807,2956,2719,3775,17607
"WBGene00007577",1146,944,1683,3975,2120,327,3683,1441,5778,588,2030,1544,1082,1248,3766,2271,6295
"WBGene00007578",476,222,5594,1272,598,45,1571,220,429,335,1154,1830,9446,292,7858,676,6242
"WBGene00007579",1346,687,887,2066,3367,1670,2625,4583,1449,343,1638,801,574,1640,2569,1742,5553
"WBGene00007580",474,2168,3665,917,309,43,696,269,124,67,360,421,1245,110,9852,464,5553
"WBGene00007581",757,705,1238,1849,1686,386,4546,1305,2825,704,1542,1291,1833,1021,2837,1600,8656
"WBGene00007583",4087,99,434,2608,3663,39,6612,140,6071,1737,4010,2124,2217,951,1479,1449,4602
"WBGene00007584",3,11,457,15,0,4,18,1,87,5,6,235,1739,2,2317,28,14
"WBGene00007585",392,240,119,1303,825,176,782,708,640,207,606,292,242,395,882,926,990
"WBGene00007586",5456,1800,2512,61815,8729,823,13920,3744,17747,2976,15016,5949,3374,4016,9456,28937,18837
"WBGene00007587",5517,539,3986,11618,10108,260,13288,1572,15473,4524,6500,7599,4165,4179,11030,9251,7917
"WBGene00007588",9672,6466,18403,24288,8664,161,21490,4981,34089,10689,14151,14231,8579,3795,24564,14291,72448
"WBGene00007589",1167,418,257,453,3660,8751,1754,9049,737,244,472,242,136,4543,804,590,3970
"WBGene00007590",90,8,22,1939,19,1,344,20,2247,213,1275,108,46,6,107,1475,61
"WBGene00007591",4609,24,1489,2305,5665,274,9201,316,7293,2532,5976,4558,3954,1365,5755,2646,2796
"WBGene00007592",29140,104,464,1335,23412,1258,34389,3818,10260,3223,1826,2581,1630,4926,1202,1657,15400
"WBGene00007593",13834,34,966,3883,7867,29,15077,516,11372,4455,5263,6578,2574,1037,2289,2502,4877
"WBGene00007594",466,2,6,93,810,30,659,13,310,57,144,57,19,180,38,85,433
"WBGene00007595",749,5,9,764,291,10,1174,27,2450,74,441,42,32,61,15,621,662
"WBGene00007597",60,5,247,33,29,0,179,0,217,14,191,127,439,9,231,7,55
"WBGene00007598",4281,17,23,197,377,2,17644,17,57,47,568,14,111,12,218,191,648
"WBGene00007599",159,13,323,10847,208,5,572,19,4410,591,7554,1719,239,45,1853,9340,63
"WBGene00007600",6819,15,85,231,2459,3,14441,48,909,1512,1095,790,1999,139,271,226,3758
"WBGene00007601",15,5,1536,24,6,28,35,28,26,3,15,508,4172,16,5314,8,79
"WBGene00007602",5700,1498,2366,3285,6784,585,10916,3330,9496,1207,2477,1115,1117,2187,2394,2534,26161
"WBGene00007603",640,969,455,632,745,319,957,968,366,181,443,329,539,388,1772,460,5659
"WBGene00007604",466,5,118,3235,242,5,1065,20,18737,947,2308,516,205,28,117,4357,285
"WBGene00007605",645,25,3095,742,262,11,3442,810,7126,43206,2401,63184,11153,125,27244,2981,355
"WBGene00007606",2700,865,890,4391,4088,483,3876,1785,1892,1249,5894,1038,688,1662,3435,3906,6881
"WBGene00007607",142,3,7,372,58,26,441,139,213,40,296,42,101,24,35,265,948
"WBGene00007608",10,1,2,834,6,5,128,1,282,52,748,49,93,2,46,612,94
"WBGene00007609",1580,678,917,9989,3133,2256,2958,6628,11906,803,9044,1186,1053,2041,2272,8578,9590
"WBGene00007610",3,10,631,2,3,7,8,2,31,7,0,218,1264,8,601,1,28
"WBGene00007611",3,3,178,107,8,8,13,9,94,1,67,104,191,7,85,32,14
"WBGene00007613",0,9,126,22,0,4,3,3,22,4,16,76,571,4,880,7,7
"WBGene00007614",2288,114,151,3191,2501,91,2540,874,2010,749,1258,327,456,823,787,1423,4086
"WBGene00007615",755,535,1056,1462,1286,247,1388,1031,407,474,1108,1787,1061,655,3143,1098,5570
"WBGene00007616",765,579,503,1531,2193,1878,1574,3815,1251,392,1352,650,819,1522,1657,2098,5832
"WBGene00007617",4755,959,2733,20771,9345,1847,14155,8621,55170,1729,9694,3612,3946,5342,6352,13820,18146
"WBGene00007618",0,0,2,4,0,0,7,2,68,2,3,19,350,5,15,6,10
"WBGene00007619",53,1,13,93,45,3,141,9,347,31,129,56,75,6,33,103,50
"WBGene00007620",4539,664,1833,4947,5650,476,7419,1693,3922,1783,3587,1954,1329,2051,6426,3289,7658
"WBGene00007621",3518,1915,1495,5450,5214,209,6000,2058,4879,834,5497,1854,1477,1577,4638,3500,11698
"WBGene00007622",474,433,1294,797,590,48,694,319,1649,303,753,849,1190,291,3697,1013,1822
"WBGene00007623",1054,727,814,2928,2247,1032,2442,3723,2644,317,2331,929,1332,1426,2637,2759,8915
"WBGene00007624",3647,14798,28953,7257,2257,120,4717,1636,4438,2363,4787,5224,10770,782,40707,3960,50565
"WBGene00007625",3854,2638,4176,1828,7662,13423,8805,24031,3961,1392,1971,2037,2587,8893,5946,1945,53400
"WBGene00007626",3631,576,1207,1741,5101,2307,7777,3205,4353,855,1351,2195,4279,2801,3496,1237,17749
"WBGene00007627",1914,1483,996,4585,3736,359,4625,3352,4026,506,1804,1136,980,1525,3424,2862,9491
"WBGene00007628",1441,327,596,8921,3367,3158,4915,5893,5078,498,3751,1217,1004,2472,2210,4569,4911
"WBGene00007629",353,4,2,29,184,5,389,9,168,24,10,11,9,36,4,17,139
"WBGene00007630",5222,1122,3362,3836,4934,833,7790,4461,8950,4887,6492,8277,11278,1330,10258,7968,17274
"WBGene00007631",26,7,25,85,37,22,77,50,451,86,35,30,132,45,199,49,180
"WBGene00007632",7,2,32,24,11,3,17,5,52,4,7,13,77,17,96,10,33
"WBGene00007633",55,3,96,240,60,4,86,25,371,18,105,55,562,25,307,155,54
"WBGene00007634",55,0,36,67,58,7,271,10,529,53,162,32,154,8,55,38,664
"WBGene00007635",239,11,67,2569,56,15,839,54,4897,363,1994,172,107,19,219,1771,436
"WBGene00007636",0,0,0,1,0,0,7,0,47,3,0,0,2,4,4,0,14
"WBGene00007637",5333,607,1899,2762,6293,604,7599,2102,12321,3217,2614,2194,1743,2919,2511,2700,17347
"WBGene00007639",9,1,72,39,24,2,25,10,32,2,38,28,361,7,140,20,23
"WBGene00007640",1002,1603,1336,782,1750,507,4515,2546,946,268,583,692,687,1371,2760,427,21189
"WBGene00007641",1243,4,11,397,2364,13,732,86,21,4,179,32,172,421,141,27,391
"WBGene00007642",225,93,146,1,439,1046,1127,14526,19,2,29,0,16,276,34,1,8476
"WBGene00007643",1273,2466,4871,304,656,118,1618,970,526,43,273,226,1135,278,7659,247,17905
"WBGene00007644",96,139,193,532,111,13,110,44,30,12,277,208,271,27,1173,370,322
"WBGene00007645",4373,1337,2608,3155,5777,823,8824,4162,9233,938,2113,1659,1528,2767,4272,1994,27709
"WBGene00007646",46365,974,5375,21800,38155,905,73545,6054,225205,20839,23047,10623,6938,8349,11381,16980,34185
"WBGene00007647",6315,1458,1601,6278,10410,1203,15248,4766,25837,1410,3898,1200,912,4073,3691,4109,18518
"WBGene00007648",1,1,5,13,9,1,32,4,141,2,10,8,91,5,23,1,12
"WBGene00007649",4,11,906,31,0,5,7,13,26,4,23,7,275,13,2411,38,23
"WBGene00007650",1257,33,650,13432,3184,405,3940,3813,4035,2268,12734,3752,2104,1667,3531,7096,7510
"WBGene00007651",9210,658,2502,5187,15877,869,20447,4773,43562,3082,3944,2457,1188,8666,1503,3521,34363
"WBGene00007652",1681,17,94,2025,3334,882,3268,977,2122,227,2185,504,240,1667,387,1480,1845
"WBGene00007653",29663,52,664,4114,14496,803,32919,2830,7567,2185,4124,2939,1701,1751,2500,4289,11902
"WBGene00007654",19,5,3,21,24,4,52,2,49,3,8,6,15,9,8,15,65
"WBGene00007655",0,1,0,16,0,1,10,0,205,4,63,2,0,3,1,8,4
"WBGene00007656",7,4,1,36,8,4,45,4,386,15,134,4,5,8,6,30,8
"WBGene00007657",0,8,4,14,0,4,22,2,68,6,22,11,22,4,17,16,17
"WBGene00007658",4,6,11,15,1,3,24,3,56,9,29,3,20,11,65,14,4
"WBGene00007659",15,7,1,50,22,2,50,2,115,7,86,3,4,5,7,20,12
"WBGene00007660",24,8,29,184,30,3,104,5,705,138,782,477,134,18,200,209,24
"WBGene00007661",7,5,0,6,0,2,13,2,7,5,10,0,2,9,3,9,14
"WBGene00007662",9,3,4,17,11,5,41,0,62,8,18,2,2,12,12,17,10
"WBGene00007663",0,0,1,4,0,0,1,0,255,5,1,0,0,0,0,0,4
"WBGene00007664",1036,5,50,2763,289,7,2799,21,17715,831,2365,363,139,32,170,1967,1031
"WBGene00007666",7256,917,2188,11957,7704,539,14271,2609,74155,2470,18233,2099,1484,2688,2600,9001,20833
"WBGene00007668",1818,160,461,1101,2994,326,3332,1552,2448,702,1340,1439,692,1365,1149,1179,4018
"WBGene00007669",53,4,4,16,27,3,107,11,285,17,17,18,31,11,11,12,146
"WBGene00007670",71,2,7,180,50,10,256,114,330,30,96,16,61,16,7,133,391
"WBGene00007672",132,6,11,851,42,20,553,134,326,150,654,81,55,42,61,375,561
"WBGene00007673",1,0,10,171,1,2,7,2,5,3,61,0,4,1,15,53,10
"WBGene00007674",0,1,7,193,0,2,0,2,31,3,104,2,13,3,11,131,6
