,elongating embryo Ce,L1 larva Ce,dauer larva Ce,adult Ce,L2L3_larva
WBGene00018981,0,2,0,2,8
WBGene00018982,0,8,0,0,6
WBGene00018984,1575,12196,2101,1488,12540
WBGene00018985,1374,5598,1783,68,570
WBGene00018986,285,4656,4735,348,3117
WBGene00018987,9568,2391,1438,457,2479
WBGene00018988,6,140,310,3,40
WBGene00018989,369,762,823,84,575
WBGene00018990,548,7661,3469,310,2719
WBGene00018991,697,517,874,1481,406
WBGene00018994,0,6,24,16,42
WBGene00018995,7091,5094,4882,3185,5016
WBGene00018996,6389,2788,3115,522,2470
WBGene00018997,47,1304,170,8,123
WBGene00018998,9046,2283,2239,1326,2318
WBGene00018999,177,580,260,335,369
WBGene00019001,2173,67208,9581,7261,18717
WBGene00019002,853,220,3098,2222,1935
WBGene00019004,1872,4040,5859,1513,1805
WBGene00019005,2477,927,3920,325,1032
WBGene00019006,1373,5210,4574,532,681
WBGene00019007,4171,34839,7382,9475,31536
WBGene00019008,1739,3053,2587,1726,2573
WBGene00019009,1368,4093,1094,343,1242
WBGene00019010,250,647,148,106,260
WBGene00019011,3772,3214,3573,2168,2255
WBGene00019012,146,707,656,65,302
WBGene00019013,204,240,988,472,450
WBGene00019014,1528,659,558,43,596
WBGene00019015,9,23,22,211,189
WBGene00019016,25,88,161851,8,9
WBGene00019017,7672,245469,31469,23010,100371
WBGene00019018,2092,49380,12334,504,6581
WBGene00019019,18,299,466,3,64
WBGene00019020,53,928,535,259,585
WBGene00019021,75,459,2581,28,9191
WBGene00019022,3272,2234,1472,250,1759
WBGene00019023,22,1308,447,4,102
WBGene00019024,3,18,11,153,121
WBGene00019025,102,827,102,7,110
WBGene00019026,0,5,0,243,74
WBGene00019027,0,23,9,0,10
WBGene00019028,0,52,0,0,10
WBGene00019029,93,267,27,36,160
WBGene00019030,4334,2290,160,168,1494
WBGene00019032,34,462,105,3,61
WBGene00019034,30,4,0,15,2
WBGene00019035,189,48,1,82,6
WBGene00019036,13,103,3,16,10
WBGene00019037,91,14,0,166,5
WBGene00019038,6,31,5,11,2
WBGene00019039,328,4,1,42,3
WBGene00019040,374,1,2,24,2
WBGene00019041,21,1,0,102,5
WBGene00019042,29,4,0,135,5
WBGene00019043,35,3,1,55,4
WBGene00019044,8,1,0,47,4
WBGene00019045,15,2,0,26,6
WBGene00019046,0,5,22,1,3
WBGene00019047,74,2073,993,27,249
WBGene00019048,451,1448,775,32,679
WBGene00019049,124,31,6,1,2
WBGene00019050,5,16,5,0,6
WBGene00019051,4,41,21,0,5
WBGene00019053,0,13,100,1,16
WBGene00019054,14,35,151,0,6
WBGene00019055,214,4857,1239,46,395
WBGene00019057,1711,863,813,73,1150
WBGene00019058,18,1176,27,42,642
WBGene00019059,4,12,21,2,7
WBGene00019060,8973,3226,3017,1157,5773
WBGene00019061,14162,80203,33727,9214,36293
WBGene00019062,4,2,0,75,36
WBGene00019063,9,39,7,69,94
WBGene00019064,841,100460,29075,1047,6893
WBGene00019065,0,4,6,0,1
WBGene00019066,1,2,4,0,3
WBGene00019067,24,2703,296,11,311
WBGene00019068,26,3276,1121,652,1572
WBGene00019069,14,4686,680,36,309
WBGene00019070,13,76,102,96,93
WBGene00019072,21,64,64,19,64
WBGene00019074,8930,7075,3951,917,7374
WBGene00019075,1242,2317,3268,1086,1583
WBGene00019076,4840,3243,2548,1195,3230
WBGene00019077,6271,7543,2579,2778,3052
WBGene00019079,670,1715,2805,186,778
WBGene00019080,154,112,36,1,46
WBGene00019081,92,1900,11,224,256
WBGene00019082,1040,719,204,233,109
WBGene00019083,0,1087,3,1,27
WBGene00019084,13,117,30,711,83
WBGene00019085,1,63,0,2,9
WBGene00019086,0,33,6,426,325
WBGene00019087,9211,3051,1447,6866,2358
WBGene00019089,2,20,1,4,366
WBGene00019090,1,2198,51,33,591
WBGene00019091,0,182,39,0,14
WBGene00019092,5,5437,2184,77,820
WBGene00019094,10,21,37,3,8
WBGene00019096,3,11,4,66,83
WBGene00019097,414,23108,7158,1629,11260
WBGene00019098,0,17,231,3,11
WBGene00019099,0,113,295,0,15
WBGene00019100,476,472,176,141,749
WBGene00019101,29,59,94,19,96
WBGene00019102,12412,9408,6645,782,2826
WBGene00019103,535,853,371,14,43
WBGene00019104,2,12,7,1,10
WBGene00019105,3,2917,20,460,1882
WBGene00019106,0,139,139,0,12
WBGene00019107,1,70,3,0,13
WBGene00019108,2316,3738,418,40,296
WBGene00019109,34,624,290,15,208
WBGene00019111,407,4402,3409,145,4058
WBGene00019112,5,94,28,2,39
WBGene00019113,78,3097,1583,51,596
WBGene00019115,360,501,608,13,210
WBGene00019116,2197,3947,1138,104,988
WBGene00019118,5533,6426,5067,5534,4279
WBGene00019119,0,52,3,4,33
WBGene00019120,1220,972,1697,552,1509
WBGene00019121,1207,908,1624,455,1373
WBGene00019122,5713,9712,6296,1443,4099
WBGene00019123,4,5,92,1,6
WBGene00019124,8912,9321,4975,6823,5199
WBGene00019125,1138,712,562,284,491
WBGene00019126,7112,4761,2727,1476,2938
WBGene00019127,6065,22431,5718,4626,10689
WBGene00019128,535,2728,1456,33,552
WBGene00019129,1304,366,2428,591,714
WBGene00019130,793,1263,2069,1015,802
WBGene00019131,53,383,582,99,106
WBGene00019132,68,42,124,166,66
WBGene00019134,8,4,3,18,15
WBGene00019135,6,7,3,2,10
WBGene00019136,9,31,15,0,5
WBGene00019137,0,4,1,0,5
WBGene00019138,102,17,335,73,143
WBGene00019139,303,86,860,165,213
WBGene00019140,305,96,721,75,184
WBGene00019141,357,162,1723,432,448
WBGene00019142,464,267,892,108,294
WBGene00019143,1421,6394,635,168,513
WBGene00019144,527,343,53,7,14
WBGene00019145,0,36,4,7,63
WBGene00019146,39,2325,335,202,2133
WBGene00019148,8469,368,537,173,23731
WBGene00019149,165,1248,258,9,76
WBGene00019150,52,187,32,18,312
WBGene00019151,0,238,13,598,290
WBGene00019152,0,20,11,21,241
WBGene00019153,281,922,1306,809,215
WBGene00019154,27139,117,514,40,13978
WBGene00019155,110,3,4,23,32
WBGene00019156,85,15881,8519,38,945
WBGene00019157,9389,23055,2849,7179,5373
WBGene00019158,8546,18474,2566,1199,3360
WBGene00019159,4,30,9,5,7
WBGene00019160,692,87027,27897,265,8266
WBGene00019162,10161,17891,9286,6498,17804
WBGene00019163,2392,3828,5634,4907,4522
WBGene00019164,17,1433,3402,478,1968
WBGene00019165,7,37,2,331,160
WBGene00019166,1608,12868,2962,252,1574
WBGene00019167,2795,3108,1314,442,676
WBGene00019168,10526,11396,11703,3455,9999
WBGene00019169,9,103,9,35,323
WBGene00019170,1623,4501,2178,293,1244
WBGene00019171,0,7,8,17,43
WBGene00019174,301,72,739,12,74
WBGene00019176,121,1569,1032,97,615
WBGene00019177,246,7882,296,2,168
WBGene00019178,24,23,159718,1,2
WBGene00019179,6,23,95732,1,1
WBGene00019180,200,9886,3152,88,1170
WBGene00019181,8,327,36,3,36
WBGene00019182,491,3400,907,63,654
WBGene00019183,84,1112,453,50,315
WBGene00019184,275,147,222,18,2495
WBGene00019185,2412,13233,5126,183,1910
WBGene00019187,6,2333,21,198,347
WBGene00019188,11823,34504,4469,1128,8747
WBGene00019189,53,60,32,2104,217
WBGene00019190,15,22,20,18,90
WBGene00019192,11,5,0,0,3
WBGene00019194,30,6,8,3,43
WBGene00019196,2730,7512,3004,1618,2315
WBGene00019197,65,44,200,65,144
WBGene00019198,4696,804,211,29,1297
WBGene00019199,1288,3074,1077,2954,2511
WBGene00019200,9,700,477,36,164
WBGene00019202,0,274,1744,0,17
WBGene00019203,1979,2864,6424,1457,3356
WBGene00019204,674,18928,24742,408,2722
WBGene00019205,7518,113124,21525,1647,16645
WBGene00019207,24336,14508,5964,3087,13652
WBGene00019209,12049,14278,3861,6840,13236
WBGene00019211,2229,38506,29117,1237,10143
WBGene00019212,4509,3551,2037,28,7747
WBGene00019213,13,805,22,185,1789
WBGene00019214,2,72,1,4,129
WBGene00019215,1,188,10,100,635
WBGene00019216,2,65,14,105,618
WBGene00019217,5074,18063,6866,3172,5462
WBGene00019218,2583,1807,1209,1405,759
WBGene00019219,1553,1804,1867,415,1141
WBGene00019220,4192,2190,1846,1150,3945
WBGene00019221,926,784,357,336,381
WBGene00019222,1,13,1,0,3
WBGene00019224,49,2275,1824,25,393
WBGene00019225,8,2956,588,521,3051
WBGene00019226,37,230,82,5,142
WBGene00019227,4853,4961,1751,114,1526
WBGene00019228,175,148,141,1,57
WBGene00019229,5,102,26,133,113
WBGene00019230,81,1150,821,9,428
WBGene00019231,6,418,170,2,111
WBGene00019232,1193,2464,3770,193,3020
WBGene00019233,128,27,4153,3,149
WBGene00019234,82,333,3177,61,2647
WBGene00019235,20,78,87,0,65
WBGene00019236,1302,43,403,35,3430
WBGene00019237,36710,34804,17128,1492,16497
WBGene00019239,74,32,188,77,10
WBGene00019240,4687,8806,4047,4214,6943
WBGene00019241,2838,3151,2526,853,1737
WBGene00019242,1,229,30,1,35
WBGene00019243,147,134,19,69,54
WBGene00019244,982,4399,1084,672,698
WBGene00019245,3947,2013,3493,1616,2506
WBGene00019246,7653,13028,2946,3016,5148
WBGene00019247,323,272,1288,2588,2040
WBGene00019248,24,107,11,24,49
WBGene00019249,31413,205354,27690,3524,28082
WBGene00019250,8289,12860,3885,1838,5039
WBGene00019251,2,169,31,0,4
WBGene00019253,118,36,20,1,24
WBGene00019254,97,404,356,291,167
WBGene00019255,45,156,35,196,176
WBGene00019257,1,11,50,28,176
WBGene00019259,7775,10694,8666,10200,10402
WBGene00019260,2,19,59,65,56
WBGene00019261,961,30015,1677,3000,11194
WBGene00019262,39,18,23,1,12
WBGene00019263,491,55284,10930,375,1163
WBGene00019264,2149,1015,2102,796,1420
WBGene00019265,13,3270,105,3,72
WBGene00019266,285,1265,124,29,67
WBGene00019267,4,5,0,4,1
WBGene00019268,7603,1202,3938,367,3268
WBGene00019269,25,465,257,2,35
WBGene00019270,753,915,362,197,816
WBGene00019272,44693,674,639,136,38707
WBGene00019273,547,3756,355,484,10235
WBGene00019274,1984,2763,1962,801,1291
WBGene00019275,3811,16226,4566,2238,3048
WBGene00019276,4078,2131,1768,644,2538
WBGene00019277,1565,485,79,93,655
WBGene00019278,8690,1136,145,30,211
WBGene00019279,17569,2101,295,77,1337
WBGene00019280,14011,2134,685,238,2740
WBGene00019281,6,9,5,0,7
WBGene00019282,40164,5121,217,104,1560
WBGene00019284,1042,39487,6582,166,713
WBGene00019285,5214,2762,430,25,4316
WBGene00019286,28,458,216,4,88
WBGene00019287,139,1589,507,19,125
WBGene00019288,0,8,0,4,4
WBGene00019289,259,2899,1143,111,928
WBGene00019290,94,3822,942,9,349
WBGene00019292,0,2,3,0,1
WBGene00019293,0,312,1114,6,140
WBGene00019294,4054,14573,3492,324,1895
WBGene00019295,2890,5800,3242,2897,3422
WBGene00019296,1241,10361,5841,3092,3859
WBGene00019297,3,119,7,0,5
WBGene00019298,9791,89138,14358,3318,15683
WBGene00019299,570,346,259,1,81
WBGene00019300,19,5325,12087,166,1499
WBGene00019301,13160,34906,15347,4224,17820
WBGene00019302,90,101,110,12,73
WBGene00019303,147,1113,134,11,93
WBGene00019304,154,16878,2064,240,689
WBGene00019305,7865,33455,5479,2034,4272
WBGene00019306,326,4,34,1,319
WBGene00019309,14,4,0,0,3
WBGene00019312,385,58,2,2,5
WBGene00019313,963,126,9,255,30
WBGene00019314,190,40,34,13,98
WBGene00019315,128,96,90,13,101
WBGene00019316,217,51,12,15,16
WBGene00019317,7512,2016,494,101,580
WBGene00019318,28590,376,171,28,7791
WBGene00019319,91,378,133,8,81
WBGene00019320,3522,2911,194,94,338
WBGene00019321,66,851,296,51,521
WBGene00019322,25523,478428,43554,101289,300269
WBGene00019323,14695,17611,9093,7677,12074
WBGene00019324,655,49655,11850,183,5505
WBGene00019326,3012,20569,4000,1389,3747
WBGene00019327,21087,288465,11787,7191,20178
WBGene00019328,189,3322,436,179,935
WBGene00019329,5252,5900,1655,316,1276
WBGene00019331,2,2016,1703,2,30
WBGene00019332,6,4179,7893,377,1730
WBGene00019333,5544,12689,6404,1849,7012
WBGene00019334,3891,3669,2926,1431,2750
WBGene00019335,100,2645,324,58,419
WBGene00019337,18,61,3,228,223
WBGene00019338,9,64,1,3,12
WBGene00019339,0,130,58,1,8
WBGene00019340,0,1,2,2,6
WBGene00019341,132,16,46,1151,214
WBGene00019342,0,84,35,0,2
WBGene00019343,94,566,56,145,212
WBGene00019344,3805,3969,855,542,1443
WBGene00019345,1365,952,302,266,2275
WBGene00019346,3900,977,632,67,2135
WBGene00019347,4156,34907,3463,662,3438
WBGene00019348,2,83,27,3,355
WBGene00019349,1,17,5,0,6
WBGene00019350,3,43,5,1,36
WBGene00019351,6408,20332,13032,3857,8444
WBGene00019352,99,1572,423,9,265
WBGene00019353,1080,8044,3260,1221,1865
WBGene00019354,3429,31031,8191,2849,2520
WBGene00019355,35,2807,3854,128,725
WBGene00019356,0,4,0,49,13
WBGene00019357,23467,12207,2667,2302,1873
WBGene00019359,3,454,4,0,16
WBGene00019360,99,2085,594,21,269
WBGene00019361,279,7346,6682,461,3744
WBGene00019362,869,4855,636,920,442
WBGene00019364,1180,419,90,6,56
WBGene00019365,6730,14069,6653,531,3855
WBGene00019367,36,275,117,18,133
WBGene00019368,32,6558,91,1664,5141
WBGene00019369,1,1031,6,2,27
WBGene00019370,78,2638,507,64,253
WBGene00019372,98,40,4,7,83
WBGene00019373,3742,953,897,237,2163
WBGene00019376,4,141,1012,17,92
WBGene00019380,11280,16936,9233,3142,8852
WBGene00019381,8100,19253,20272,1331,1407
WBGene00019382,16,125,149,6,205
WBGene00019383,3,70,12,0,31
WBGene00019384,0,7,5,0,16
WBGene00019385,0,30,14,0,6
WBGene00019386,1,111,21,0,21
WBGene00019387,4,7,29,0,5
WBGene00019388,1,241,3897,25,345
WBGene00019389,1,196,39,1,26
WBGene00019391,11,169,173,0,51
WBGene00019392,0,58,2,1,15
WBGene00019393,0,108,3,0,25
WBGene00019394,863,2491,1223,86,691
WBGene00019395,2057,1309,518,11,131
WBGene00019396,2831,6901,1629,1293,2498
WBGene00019399,8524,13232,7016,2787,3682
WBGene00019400,4558,6861,1971,3103,2032
WBGene00019401,19665,29330,16904,9632,32268
WBGene00019402,10271,7218,4115,1479,2602
WBGene00019403,1765,10178,1682,478,1236
WBGene00019404,361,593,154,46,729
WBGene00019405,77,184,30,17,58
WBGene00019406,3,8,6,439,647
WBGene00019407,6950,3319,1128,92,1216
WBGene00019408,4124,13195,8275,287,2820
WBGene00019409,0,12,1,267,79
WBGene00019410,6,48,11,539,288
WBGene00019411,294,2860,584,298,1511
WBGene00019412,32,6,0,32,6
WBGene00019413,124,5,0,72,5
WBGene00019414,26,9,0,44,8
WBGene00019415,163,272,66,235,48
WBGene00019416,1279,17,3,81,4
WBGene00019417,34,33,1,36,5
WBGene00019418,332,14,0,291,7
WBGene00019419,3,1,0,1,1
WBGene00019420,21,4,1,42,3
WBGene00019421,3,1302,11,24,37
WBGene00019422,1,132,6,3,8
WBGene00019423,7,207,4,6,13
WBGene00019424,771,1516,354,5,124
WBGene00019425,65,19,84,17,180
WBGene00019426,29089,1313,89,95,1947
WBGene00019427,7500,8250,4746,921,1914
WBGene00019428,199,8572,1580,263,1521
WBGene00019429,1983,1671,4502,2092,2163
WBGene00019430,7,37,42,1363,742
WBGene00019431,6,7,15,86,120
WBGene00019432,9311,3748,2694,4585,3268
WBGene00019433,1105,11535,5082,5537,15123
WBGene00019434,5130,5119,1465,70,960
WBGene00019435,3218,42936,3891,987,10769
WBGene00019436,120,8740,1386,180,455
WBGene00019437,0,19,1,0,4
WBGene00019438,8,170,3,1,6
WBGene00019439,68,77,127,29,39
WBGene00019444,58,1572,401,99,537
WBGene00019445,9,791,354,5,146
WBGene00019448,712,1331,888,41,498
WBGene00019449,0,1,1,0,20
WBGene00019450,0,5,2,0,23
WBGene00019451,0,5,0,0,6
WBGene00019452,5,2,3,0,8
WBGene00019453,0,4,7,1,2
WBGene00019454,0,4,0,0,5
WBGene00019455,80,123,227,5,40
WBGene00019456,4084,1567,1073,146,723
WBGene00019457,3692,7368,4109,1649,3168
WBGene00019458,363,470,2322,535,742
WBGene00019459,27,242,11,264,171
WBGene00019460,1521,1242,1130,596,1161
WBGene00019461,8,611,16,126,170
WBGene00019462,177,1011,386,32,253
WBGene00019464,2177,9027,11284,765,2232
WBGene00019465,5207,23518,5878,2326,4596
WBGene00019466,33166,108133,134528,9036,22286
WBGene00019467,3766,3217,2494,583,1214
WBGene00019469,0,14,13,0,11
WBGene00019470,0,117,4,0,5
WBGene00019471,1,241,1875,0,62
WBGene00019472,5,332,3076,14,76
WBGene00019473,150,119,187,84,806
WBGene00019476,67,983,3817,205,847
WBGene00019477,29537,13882,3500,331,4190
WBGene00019478,4008,2601,2784,315,2509
WBGene00019479,2471,70545,7642,1374,4245
WBGene00019480,283,3938,1172,96,485
WBGene00019481,7575,3577,3696,1497,6216
WBGene00019482,1698,648,275,4,47
WBGene00019483,10,16,1,0,5
WBGene00019484,81,877,549,7,203
WBGene00019485,12,707,151,1,113
WBGene00019486,226,475,30,5,243
WBGene00019487,15138,14455,5512,1343,2170
WBGene00019488,48,8871,5896,151,1154
WBGene00019489,253,31864,16595,434,3062
WBGene00019490,14137,24377,7802,1348,6967
WBGene00019491,6586,1316,765,266,907
WBGene00019492,6688,50419,7991,4637,10995
WBGene00019493,2426,3188,3116,631,5012
WBGene00019495,151,8876,131,459,13664
WBGene00019496,19,3927,585,28,121
WBGene00019497,840,1395,124,5,173
WBGene00019498,565,1129,475,877,680
WBGene00019501,3,45,5,15,20
WBGene00019502,4,42,0,0,2
WBGene00019503,2400,785,1640,1083,1154
WBGene00019504,9650,23249,7178,7367,6358
WBGene00019506,3,215,75,30,117
WBGene00019507,0,22,0,13,8
WBGene00019508,170,62,34,2,147
WBGene00019509,325,500,625,803,2058
WBGene00019510,33607,53757,17911,20500,37762
WBGene00019511,7324,7214,1271,1752,3631
WBGene00019512,54,1286,78,82,99
WBGene00019513,933,13752,671,451,550
WBGene00019514,11780,30,3,4,2
WBGene00019515,88,1020,355,105,1055
WBGene00019516,873,374,732,50,237
WBGene00019517,4,72,3,19,11
WBGene00019518,459,500,1385,22,423
WBGene00019519,1585,1930,446,73,388
WBGene00019520,15364,522,97,20,9203
WBGene00019521,17396,144550,70824,1657,9601
WBGene00019522,1048,1438,1399,107,827
WBGene00019524,8,38,89,2,15
WBGene00019525,83,551,346,19,326
WBGene00019526,9,18,16,0,7
WBGene00019527,2,43,172,2,19
WBGene00019529,7,17,22,7,33
WBGene00019530,0,10,2,177,119
WBGene00019531,11,24,4,301,143
WBGene00019533,26,5,39,1,15
WBGene00019534,0,1,0,1,2
WBGene00019535,160,478,472,226,268
WBGene00019536,1527,3458,373,54,358
WBGene00019537,14500,31174,5716,7411,16050
WBGene00019538,817,110,97,28,430
WBGene00019540,16,10657,135,16165,6795
WBGene00019541,135,125,62,37,104
WBGene00019543,11228,42543,13965,9297,19496
WBGene00019544,4580,3146,2472,2317,3631
WBGene00019545,18,101,66,0,106
WBGene00019546,497,2012,953,204,734
WBGene00019547,82,174,51,209,998
WBGene00019548,11,1,0,2,8
WBGene00019549,0,31,2,11,93
WBGene00019550,37,210,66,216,2087
WBGene00019551,23,122,5,3,39
WBGene00019552,7,12,0,0,13
WBGene00019553,8,65,1,0,2
WBGene00019554,1449,1721,1193,411,1693
WBGene00019556,2,158,40,20,251
WBGene00019557,2,23,22,0,7
WBGene00019558,0,115,14,0,5
WBGene00019559,1,2,0,0,3
WBGene00019561,1,31,6,187,121
WBGene00019562,0,4,4,13,106
WBGene00019563,1,620,30,162,2531
WBGene00019564,16,1338,21,32,148
WBGene00019565,325,290,9,104,3530
WBGene00019566,1,51,14,0,7
WBGene00019567,0,232,36,1,6
WBGene00019569,10,127,105,216,16
WBGene00019570,27,188,387,1,29
WBGene00019571,25,293,202,5,107
WBGene00019572,4668,28570,1519,766,4063
WBGene00019574,0,18,5,0,1
WBGene00019576,84,45,117,89,20
WBGene00019577,556,121,42,46,43
WBGene00019578,80,291,21,664,18
WBGene00019579,201,299,24,98,406
WBGene00019580,41,51,68,24,332
WBGene00019582,0,11,24,3,6
WBGene00019583,5,36,0,1,2
WBGene00019584,45,72,76,135,64
WBGene00019586,7,124,35,496,836
WBGene00019587,8,311,22,94,366
WBGene00019588,1,290,17,34,87
WBGene00019589,26,2132,120,223,677
WBGene00019590,20,1934,43,103,345
WBGene00019591,589,231,13,88,9
WBGene00019592,40,3866,745,204,668
WBGene00019593,69,3909,772,159,836
WBGene00019594,6,37,16,2,11
WBGene00019595,1160,709,1542,1152,847
WBGene00019597,15,6504,15147,140,872
WBGene00019598,1455,957,1129,649,689
WBGene00019599,4473,3884,1313,825,5055
WBGene00019600,566,546,1353,9882,2136
WBGene00019601,11,29,1,8,22
WBGene00019603,48,691,1224,7,231
WBGene00019606,3258,437,1537,7513,350
WBGene00019607,7328,4944,2352,1417,3877
WBGene00019608,1650,1047,5199,9573,3887
WBGene00019609,5842,1726,1669,231,3174
WBGene00019611,4256,9435,1676,604,1690
WBGene00019612,1166,9051,2222,195,1610
WBGene00019613,53,37,3,4,20
WBGene00019614,227,491,102,1,60
WBGene00019615,18674,6588,3097,410,2512
WBGene00019616,18,563,188,4,85
WBGene00019617,4692,87856,1262,11360,113558
WBGene00019618,23,274,110,0,37
WBGene00019619,41,70334,253,2379,13245
WBGene00019620,9249,43045,9450,3578,23028
WBGene00019621,0,18,0,1,16
WBGene00019622,0,11,2,63,5
WBGene00019623,12,1483,1488,23,97
WBGene00019624,3182,4075,2218,717,2737
WBGene00019625,6,240,23,2,10
WBGene00019626,12,362,32,119,239
WBGene00019627,2665,2137,4403,2557,2623
WBGene00019628,20972,93390,29908,25879,8843
WBGene00019629,7530,3950,7550,6031,12155
WBGene00019630,957,1394,2395,2438,1911
WBGene00019631,717,473,1274,446,621
WBGene00019633,351,105,320,21,107
WBGene00019636,246,16961,1139,291,830
WBGene00019638,26,418,114,18,8
WBGene00019639,25,440,149,8,9
WBGene00019640,137,161,19,4,247
WBGene00019641,2471,700,51,2,40
WBGene00019642,17,196,20,336,216
WBGene00019643,1029,2294,631,111,808
WBGene00019644,12954,994,7657,56,3347
WBGene00019645,1659,2497,1440,861,4020
WBGene00019646,0,12,1,36,5
WBGene00019647,11813,5310,5330,791,2944
WBGene00019648,6,417,2426,26,122
WBGene00019649,117,4137,2648,33,659
WBGene00019650,2447,1630,1259,78,622
