,elongating embryo Ce,L1 larva Ce,L2 larva Ce,dauer larva Ce,L3 larva Ce,adult Ce
WBGene00011967,2682,2493,365,4310,999,1131
WBGene00011968,98,605,30,83,631,354
WBGene00011969,3726,3838,319,2224,624,407
WBGene00011970,4295,4889,1292,3461,1155,1359
WBGene00011971,15734,7041,4977,1091,9119,279
WBGene00011972,9449,39228,1865,7013,3143,2409
WBGene00011973,3,10,3,2,4,3
WBGene00011974,18,16710,524,1459,183,73
WBGene00011975,8802,4560,1572,4215,2896,1227
WBGene00011976,3880,1244,518,3746,1310,1592
WBGene00011977,86869,27375,5228,6614,5362,1566
WBGene00011978,10672,55336,3350,14768,3515,929
WBGene00011979,253,364,1537,118,949,1377
WBGene00011980,29963,51944,10372,19369,8942,16428
WBGene00011981,58,20,2,5,4,156
WBGene00011982,5,9,4,1,0,2
WBGene00011983,117,148,10,30,0,0
WBGene00011984,328,20457,948,2268,253,164
WBGene00011985,2958,3200,474,3882,1219,4339
WBGene00011986,100,87,38,194,184,4756
WBGene00011988,418,196,80,1460,400,2194
WBGene00011989,27,16,3,0,4,1
WBGene00011990,310,2237,467,1709,457,256
WBGene00011991,100,18,10,1,0,0
WBGene00011992,4,2,1,0,0,1
WBGene00011993,4,4,2,2,1,17
WBGene00011994,3215,16580,1448,4466,2243,5602
WBGene00011995,15839,12369,1266,4065,1623,535
WBGene00011996,9,1127,116,490,74,9
WBGene00011997,94,5487,771,2991,303,71
WBGene00011999,664,42,695,50,123,4
WBGene00012000,7908,4440,2248,3724,1927,2776
WBGene00012002,681,7987,571,2084,875,1844
WBGene00012003,16,24,11,114,112,45
WBGene00012004,3412,2345,1526,3950,1217,900
WBGene00012005,5057,50090,3038,7416,2050,573
WBGene00012007,3954,9136,608,1639,1934,283
WBGene00012008,1,73,2,0,19,2
WBGene00012009,2352,1624,90,451,72,20
WBGene00012010,0,25,1,2,102,111
WBGene00012011,1,181,6,1,188,196
WBGene00012012,1,53,13,2,459,295
WBGene00012013,1708,3711,276,2120,221,98
WBGene00012014,3098,1943,328,3025,513,447
WBGene00012015,6387,42215,9329,17288,15933,9053
WBGene00012016,689,8198,371,1569,347,94
WBGene00012017,131,319,57,254,52,16
WBGene00012018,6765,110307,52062,22220,92709,27315
WBGene00012019,908,109597,6549,6298,2135,3387
WBGene00012020,1061,1286,102,217,271,10637
WBGene00012021,676,32,9,4,1,572
WBGene00012022,17,15,13,3,7,3
WBGene00012023,25,197,26,0,16,2
WBGene00012024,14,25,5,1,3,2
WBGene00012025,18,25,31,3,16,4
WBGene00012026,28,149,10,13,4,3
WBGene00012027,6,758,20,13,36,13
WBGene00012028,4,1191,16,16,42,13
WBGene00012029,1747,1001,131,759,320,368
WBGene00012030,8677,33481,3009,29685,5690,4625
WBGene00012031,13351,36652,6190,24104,7854,5613
WBGene00012032,8243,162,7482,88,5778,23
WBGene00012033,7166,16536,2832,5960,6805,2910
WBGene00012034,12,997,222,3070,404,60
WBGene00012035,1055,2205,158,475,146,28
WBGene00012036,10,35,5,8,3,6
WBGene00012037,2175,5349,1172,4624,2356,996
WBGene00012038,28,20,1,18,2,116
WBGene00012039,10,8,2,0,0,15
WBGene00012040,10,22,12,38,11,13
WBGene00012041,46,9,7,1,2,58
WBGene00012042,218,146,148,354,22,0
WBGene00012043,2,68,11,10,3,0
WBGene00012044,0,14,3,1,4,0
WBGene00012045,53,31,36,2,10,0
WBGene00012046,44,3,855,11,334,5
WBGene00012049,0,6,2,1,0,1
WBGene00012050,0,4,2,0,0,0
WBGene00012051,3,9,1,1,1,0
WBGene00012052,0,2,1,0,0,0
WBGene00012053,0,5,3,27,0,0
WBGene00012054,0,33,3,95,0,0
WBGene00012055,1,54,8,92,1,1
WBGene00012056,0,89,4,2,1,0
WBGene00012059,6339,6350,954,6334,2674,2029
WBGene00012060,4,2,0,0,0,0
WBGene00012061,1,137,3,7,0,1
WBGene00012062,12,673,78,1777,50,7
WBGene00012063,484,12,9,12,0,51
WBGene00012064,504,680,17,16,1,23
WBGene00012065,81,2,4,0,0,48
WBGene00012066,40,3,3,6,1,27
WBGene00012067,18,11,2,6,0,18
WBGene00012068,94,223,148,71,76,3
WBGene00012069,2,388,18,7,19,11
WBGene00012070,413,2621,174,73,201,23
WBGene00012072,0,140,5,17,2,0
WBGene00012073,5964,5117,696,1015,548,313
WBGene00012074,54,11,1,2,2,119
WBGene00012075,0,4,0,1,0,0
WBGene00012076,0,3,0,0,0,0
WBGene00012077,2,43,10,25,3,10
WBGene00012079,1,0,1,2,0,0
WBGene00012080,0,2,1,3,0,0
WBGene00012081,6,37,10,22,6,0
WBGene00012083,0,1,0,29,0,0
WBGene00012084,120,10617,363,632,162,33
WBGene00012085,6440,44409,2046,17524,3894,2082
WBGene00012086,92,82,26,9,7,0
WBGene00012087,5,9,2,1,243,342
WBGene00012088,3,17,3,280,0,2
WBGene00012089,1,19,2,1,2,1
WBGene00012090,0,8,4,1,0,0
WBGene00012091,4,53,3,497,1,0
WBGene00012093,4,10,7,79,2,0
WBGene00012094,5450,14907,5256,5567,9309,5691
WBGene00012095,359,343,315,1504,851,1597
WBGene00012096,15,36,1,0,1,86
WBGene00012097,24775,560029,19460,277591,23746,15390
WBGene00012099,246,3511,349,1742,244,44
WBGene00012100,2234,59292,2963,18019,2683,852
WBGene00012101,156,12771,204,202,518,42
WBGene00012102,40,255,11,6,80,58
WBGene00012103,584,1491,83,126,32,203
WBGene00012104,1596,3337,641,1465,983,5605
WBGene00012105,1553,2070,527,1163,1042,816
WBGene00012106,1460,2041,272,844,377,1165
WBGene00012107,299,6629,723,10108,442,100
WBGene00012108,5,23,4,3,5,0
WBGene00012109,582,307,130,2077,581,1366
WBGene00012110,401,194,84,1742,637,1057
WBGene00012111,417,113,42,868,286,467
WBGene00012112,748,611,175,1845,700,933
WBGene00012113,41958,45873,2432,8044,692,1355
WBGene00012114,3,2783,224,288,166,13
WBGene00012115,8,169,18,23,91,65
WBGene00012116,226,2212,121,21,53,11
WBGene00012117,27773,204924,7654,27538,3453,5717
WBGene00012118,176,8141,641,5036,2362,1466
WBGene00012119,3389,184,30,66,8,68
WBGene00012120,220,282,17,13,136,71
WBGene00012121,30047,30491,9133,15184,13458,3982
WBGene00012122,3656,3183,414,2689,519,240
WBGene00012123,0,454,168,10,1930,644
WBGene00012124,5220,9121,1387,2447,1119,198
WBGene00012125,695,40882,1987,9182,1533,687
WBGene00012126,3535,7927,3509,4464,5526,4449
WBGene00012127,94,4136,719,671,1190,117
WBGene00012128,1205,6935,2171,3099,1976,3851
WBGene00012130,1111,6938,707,1429,942,363
WBGene00012131,952,3614,452,1173,379,75
WBGene00012132,1285,642,65,249,29,2
WBGene00012133,2,57,5,6,2,0
WBGene00012134,846,12694,1070,1439,2228,957
WBGene00012135,100,340,38,192,26,7
WBGene00012136,22100,64963,3303,2522,2260,995
WBGene00012137,47,853,111,154,70,18
WBGene00012138,45,132,18,106,189,260
WBGene00012139,2240,6659,672,3510,695,585
WBGene00012140,6019,147688,10081,57096,4543,11214
WBGene00012142,604,481,93,506,115,76
WBGene00012143,66,4230,143,141,723,133
WBGene00012144,18341,11345,2248,40788,3001,1870
WBGene00012145,4,420,64,466,61,7
WBGene00012147,146,24,4,120,1,0
WBGene00012148,11219,32774,4702,12016,6288,8425
WBGene00012149,925,9976,1085,5465,3560,4220
WBGene00012150,2802,1094,313,2043,503,561
WBGene00012151,412,560,16,244,25,212
WBGene00012152,4008,1800,588,825,1148,137
WBGene00012155,197,251,33,216,39,7
WBGene00012156,6578,3342,1830,4346,2751,4093
WBGene00012157,3858,1417,578,2785,731,919
WBGene00012158,8531,105574,9091,21401,13039,6449
WBGene00012159,31,24,4,6,7,2
WBGene00012162,243,839,173,264,266,67
WBGene00012163,257,92,290,60,251,10
WBGene00012164,227,857,78,1334,120,168
WBGene00012165,1734,208,275,74,445,12
WBGene00012166,9866,15557,4858,5197,8820,3454
WBGene00012167,1699,2468,469,2701,1118,2058
WBGene00012168,1034,888,229,545,524,97
WBGene00012169,13,21,5,10,450,888
WBGene00012170,7,279,137,40,82,8
WBGene00012171,1,6,2,11,42,9
WBGene00012172,20,30,4,4,57,75
WBGene00012173,0,6,6,3,72,188
WBGene00012174,0,5,1,7,4,17
WBGene00012175,1949,28,66,93,85,9
WBGene00012176,339,148,210,1500,456,13
WBGene00012177,150,26,5,16,124,100
WBGene00012178,69,4294,217,1924,55,17
WBGene00012179,20408,75045,25870,27134,21898,13482
WBGene00012180,32,228,9,16,52,138
WBGene00012181,4,17,2,38,0,0
WBGene00012182,355,4421,392,1587,672,2891
WBGene00012183,14,315,56,16,125,30
WBGene00012184,8170,5436,568,5281,2555,782
WBGene00012185,35,4614,86,2407,505,1175
WBGene00012186,245493,2854,132052,2341,75731,520
WBGene00012187,3325,760,599,1044,836,727
WBGene00012188,1669,2312,323,2290,497,1365
WBGene00012190,4,1556,24,4,14,6
WBGene00012191,11,59,5,34,146,117
WBGene00012192,1412,2282,393,1044,832,917
WBGene00012193,5608,5673,862,3216,1382,597
WBGene00012194,7494,45066,1983,6805,1897,1718
WBGene00012195,76,237,26,231,88,80
WBGene00012196,52,52,15,258,92,46
WBGene00012197,2356,7663,1228,2176,806,42
WBGene00012198,7591,1265,572,281,669,2638
WBGene00012199,1750,90,1317,8,267,34
WBGene00012200,22,29,23,4,11,6
WBGene00012201,1673,2068,923,243,2042,459
WBGene00012202,70,756,180,348,716,147
WBGene00012203,5986,10291,1484,3508,1510,1943
WBGene00012204,3988,120411,2087,6048,3495,1733
WBGene00012206,7468,4008,1688,2627,2085,1831
WBGene00012207,1,13,2,6,1305,1037
WBGene00012208,3999,3970,2069,1498,1787,1778
WBGene00012209,700,1068,187,475,232,738
WBGene00012210,166,127,38,757,173,177
WBGene00012211,6,53,1,6,1,383
WBGene00012212,0,16,3,38,7,306
WBGene00012213,5,21,2,6,7,2566
WBGene00012214,1,36,1,1,0,0
WBGene00012215,0,62,3,5,0,1
WBGene00012216,986,34190,846,13557,831,235
WBGene00012217,76,196,44,17,80,139
WBGene00012218,1,28,4,21,0,1
WBGene00012219,4,168,12,83,63,129
WBGene00012220,387,1931,85,573,356,2191
WBGene00012221,2108,6397,338,1669,273,667
WBGene00012222,1702,1014,656,1006,456,99
WBGene00012223,0,1,2,0,27,96
WBGene00012224,2,29,7,861,2,30
WBGene00012225,2845,448,322,910,683,221
WBGene00012226,25744,34468,4053,7387,1574,649
WBGene00012227,32,543,21,35,5,5
WBGene00012228,243,160,65,163,72,27
WBGene00012230,2775,2870,900,2088,1546,2389
WBGene00012231,124,30,10,6,134,710
WBGene00012232,0,4,2,0,0,1
WBGene00012233,10,141,12,3,11,1
WBGene00012235,983,1184,175,256,260,43
WBGene00012236,810,349,116,508,337,646
WBGene00012237,157,264,60,559,145,184
WBGene00012238,398,14,2,37,0,38
WBGene00012239,163348,13257,1394,1802,1308,481
WBGene00012240,341,13,11,23,9,188
WBGene00012241,1575,1410,570,1063,629,2291
WBGene00012242,24,76,20,946,22,3
WBGene00012243,5663,3949,1120,4274,1635,3967
WBGene00012244,5253,9727,1324,11605,2444,1885
WBGene00012245,19998,28102,4555,17130,4816,4280
WBGene00012246,4,10,0,1,0,4
WBGene00012247,45,6,5,1,0,54
WBGene00012248,0,0,1,0,1,0
WBGene00012249,0,7,2,1,145,16
WBGene00012250,1,16,3,0,63,15
WBGene00012251,30,1944,614,83,1215,1058
WBGene00012252,2,1585,336,2605,801,95
WBGene00012253,285,38451,12211,1693,25466,16221
WBGene00012254,1999,427,9,110,4,2
WBGene00012255,39129,135,8685,228,11628,10
WBGene00012256,61995,385,20120,630,22251,61
WBGene00012257,39703,228,15641,419,20056,37
WBGene00012258,4573,15170,2867,7424,4222,3814
WBGene00012259,41,11914,520,926,876,235
WBGene00012260,25,135,70,15,37,3
WBGene00012261,90759,746,41668,766,35161,103
WBGene00012264,0,91,1,3,1,0
WBGene00012265,36,613,24,44,29,5
WBGene00012266,81,243,66,73,11,3
WBGene00012267,2,19,7,4,0,0
WBGene00012268,30,138,14,356,11,8
WBGene00012269,34,454,38,1039,10,1
WBGene00012270,88,689,23,375,11,2
WBGene00012271,1740,83,380,23,139,7
WBGene00012272,299,1335,72,134,28,14
WBGene00012274,15422,25341,5634,6873,2922,525
WBGene00012275,9,1015,97,300,35,5
WBGene00012276,1155,1267,443,1580,1662,3678
WBGene00012277,849,1416,120,1549,298,515
WBGene00012278,0,1,1,2,0,5
WBGene00012279,3394,2495,284,2560,160,26
WBGene00012280,375,296,122,3660,566,106
WBGene00012281,6,312,106,713,14,2
WBGene00012282,73,1124,329,2087,119,14
WBGene00012283,48,45,6,87,1,0
WBGene00012285,663,48,14,58,1,1
WBGene00012286,4,23,3,20,0,0
WBGene00012287,0,27,3,7,1,1
WBGene00012288,17,11,3,32,3,1
WBGene00012289,1154,103704,1518,4331,912,179
WBGene00012290,1532,1502,116,859,74,50
WBGene00012291,3472,5357,1237,1258,2157,413
WBGene00012293,115,216,169,82,688,187
WBGene00012294,0,14,3,257,168,990
WBGene00012295,67,1066,67,76,156,128
WBGene00012296,147,155,7,33,493,158
WBGene00012297,53,28,9,35,58,56
WBGene00012298,2118,2603,688,5313,2088,925
WBGene00012299,390,1818,23,31,18,485
WBGene00012300,42,6,2,1,0,82
WBGene00012301,116,21,4,4,1,463
WBGene00012302,1,6,2,3,276,8
WBGene00012303,3,2,0,0,3,0
WBGene00012304,11,93,50,7,18,0
WBGene00012305,0,3,2,3,1,1
WBGene00012306,12254,20610,752,1398,1895,511
WBGene00012307,152,712,14,70,118,80
WBGene00012308,8,43,16,166,21,18
WBGene00012309,1,12,0,8,0,0
WBGene00012310,1,6,3,54,0,1
WBGene00012311,2,9,1,355,1,0
WBGene00012312,0,0,1,435,0,0
WBGene00012313,0,1,0,16,0,0
WBGene00012315,476,358,183,2133,1793,2991
WBGene00012316,1035,13225,3403,14831,3879,5261
WBGene00012317,31683,82531,7073,1507,3826,2553
WBGene00012318,32,161,15,11,8,2
WBGene00012319,2949,4938,860,8849,1966,4786
WBGene00012320,42,249,27,21,9,5
WBGene00012321,33,741,44,86,13,0
WBGene00012322,204,1059,379,1007,197,55
WBGene00012323,418,210,37,37,48,34
WBGene00012324,7572,2454,1546,6078,894,429
WBGene00012325,40,315,16,47,48,48
WBGene00012326,19606,43577,5439,31091,6274,14006
WBGene00012328,47,74,15,2,2,0
WBGene00012329,25,59,8,15,19,9
WBGene00012330,575,6224,1954,1081,3266,1717
WBGene00012332,189,1489,54,580,46,12
WBGene00012333,40,249,11,41,14,5
WBGene00012334,10,32,1,3,4,2
WBGene00012335,2174,6,1,0,1,0
WBGene00012336,10,105,13,7,13,2
WBGene00012337,19551,27300,5114,11307,6257,3524
WBGene00012339,1199,47535,2596,29203,3793,789
WBGene00012340,21,3926,290,1275,135,9
WBGene00012341,7236,14020,3871,8640,5915,5879
WBGene00012342,10093,5632,3180,10559,5142,3800
WBGene00012343,12828,17788,5207,4196,3417,2196
WBGene00012344,13748,40431,18143,54410,17867,7610
WBGene00012345,23,59,11,56,183,392
WBGene00012346,1168,25,424,98,60,4
WBGene00012347,2528,5417,486,1963,628,1306
WBGene00012348,26967,143848,9200,13464,5979,2664
WBGene00012349,35,8,4,15,1,0
WBGene00012351,20329,30947,3155,41383,5575,3113
WBGene00012352,8554,9285,1483,2106,1285,596
WBGene00012353,2605,7796,1095,3106,1938,2529
WBGene00012354,21217,86219,18015,36605,23536,17021
WBGene00012355,7,11,6,13,1,0
WBGene00012356,328,376,149,629,263,448
WBGene00012357,37,10,6,4,133,169
WBGene00012358,5936,9050,2091,6020,3805,2028
WBGene00012359,7126,39452,3339,2982,3881,3495
WBGene00012360,4124,19777,2550,7618,4907,6437
WBGene00012361,2287,3488,1178,1530,2415,930
WBGene00012362,7108,46117,2279,10940,1178,1285
WBGene00012363,2353,1126,574,799,1233,116
WBGene00012364,9,8996,1529,15798,3581,1021
WBGene00012365,833,1768,190,868,486,280
WBGene00012369,4384,6642,1859,4163,1883,4988
WBGene00012370,482,714,165,357,236,191
WBGene00012371,1354,1999,678,807,1136,680
WBGene00012372,96,1350,159,333,50,26
WBGene00012373,17,19,8,56,10,5
WBGene00012374,38,65,43,294,29,35
WBGene00012375,2894,3619,995,2348,2181,1165
WBGene00012376,14705,28213,10067,24450,11862,4890
WBGene00012378,5,24,0,3,4,2
WBGene00012379,2,36,4,44,1079,121
WBGene00012380,0,21,0,0,0,0
WBGene00012381,54,1860,257,1005,116,25
WBGene00012382,12683,73414,8596,39745,15202,8887
WBGene00012383,534,6330,910,9972,1557,876
WBGene00012385,2470,1265,558,3285,673,1202
WBGene00012386,13949,15268,6814,5787,7223,4512
WBGene00012387,630,1241,72,79,98,95
WBGene00012388,4,15,12,3,50,4
WBGene00012389,1802,6041,872,2951,1028,1941
WBGene00012390,1812,1629,379,1057,451,209
WBGene00012391,561,2038,106,300,42,9
WBGene00012393,1193,5242,703,1824,1230,834
WBGene00012394,0,246,5,56,0,0
WBGene00012395,1447,2108,1028,1495,780,1646
WBGene00012396,3379,202,171,145,263,10
WBGene00012397,0,6,2,3,1,0
WBGene00012398,11,2852,107,13329,41,23
WBGene00012399,11,547,35,2555,119,17
WBGene00012400,4,135,6,570,8,0
WBGene00012401,0,18,3,4,52,96
WBGene00012402,0,6,4,2,56,248
WBGene00012404,177,6963,675,2165,1081,395
WBGene00012405,161,5,0,4,2,704
WBGene00012406,0,13,3,6,0,0
WBGene00012407,2373,4935,3322,419,7137,1757
WBGene00012408,1121,219,28,390,74,7
WBGene00012409,8,458,12,21,1,2
WBGene00012411,3,22,3,2,1,0
WBGene00012412,159,564,10,40,17,32
WBGene00012413,2,1414,28,0,5,0
WBGene00012414,5,7,1,14,0,1
WBGene00012415,3,14,2,42,2,0
WBGene00012416,20,2906,292,1031,406,98
WBGene00012420,9164,353,183,70,106,34
WBGene00012421,2808,13735,1448,7071,1046,164
WBGene00012423,1314,28093,2606,2669,2478,2519
WBGene00012424,25,627,33,2544,133,37
WBGene00012425,3,51,11,153,4,1
WBGene00012426,15,83,29,201,68,13
WBGene00012428,4884,380,240,6238,4769,1139
WBGene00012429,2285,12,911,35,705,4
WBGene00012431,772,188,132,1168,143,334
WBGene00012432,8,689,25,140,15,7
WBGene00012433,2089,41,1643,218,1399,27
WBGene00012434,6551,8997,1886,6948,2278,1450
WBGene00012435,12142,1243,125,2541,707,3631
WBGene00012436,11132,106,144,40,39,1504
WBGene00012437,177,2947,1849,292,2246,61
WBGene00012439,206,7150,778,5866,2982,422
WBGene00012440,389,12028,1319,2922,229,44
WBGene00012441,15,828,53,127,15,12
WBGene00012442,38,304,25,132,14,14
WBGene00012443,3899,72062,1933,28691,3902,585
WBGene00012444,3187,79776,989,19646,965,173
WBGene00012445,7379,27158,37802,1893,37671,8805
WBGene00012446,472,1742,94,840,116,57
WBGene00012448,3,41,44,17,59,6
WBGene00012449,1,879,21,80,65,17
WBGene00012450,18,137,14,51,16,2
WBGene00012451,43,102,23,78,16,4
WBGene00012452,170,4345,719,4628,2159,332
WBGene00012453,4,119,5,9,0,0
WBGene00012454,1,97,4,2,0,2
WBGene00012455,184,27,39,12,14,0
WBGene00012456,15,507,97,19,75,8
WBGene00012457,329,80,36,226,59,33
WBGene00012458,7994,6042,1840,3912,2414,2597
WBGene00012459,1186,887,340,721,527,407
WBGene00012460,942,2785,377,2068,729,863
WBGene00012461,12,1788,233,649,73,27
WBGene00012462,244,4062,345,764,1525,326
WBGene00012463,5521,19735,1504,4292,1729,2035
WBGene00012464,569,1356,397,312,916,218
WBGene00012465,1833,2650,327,1794,547,319
WBGene00012466,1189,11471,1291,2043,861,1291
WBGene00012467,35,222,9,105,9,5
WBGene00012468,5924,21197,2135,7870,1621,1997
WBGene00012469,1181,3713,695,1217,784,775
WBGene00012470,2,117,4,14,32,23
WBGene00012471,30339,134353,20039,26053,5857,6677
WBGene00012472,9563,27739,3673,5343,2996,2393
WBGene00012473,980,458,36,260,25,1
WBGene00012474,2892,5427,1309,3827,2189,2779
WBGene00012475,237,113,115,231,74,8
WBGene00012476,801,572,316,694,374,190
WBGene00012477,4,208,11,4,0,1
WBGene00012478,5109,10566,2357,1757,3084,516
WBGene00012479,1437,2884,455,1736,1142,885
WBGene00012480,17,81,6,6,9,27
WBGene00012481,490,118,143,523,568,6721
WBGene00012482,2,17,6,5,2,12
WBGene00012483,1282,609,449,802,771,549
WBGene00012484,13675,40728,12648,14072,13830,76463
WBGene00012486,6,12,6,3,39,64
WBGene00012487,18,1430,158,1521,797,1271
WBGene00012488,1,20,4,1,1,1
WBGene00012489,0,1,0,1,0,0
WBGene00012490,34,3,1,3,2,31
WBGene00012491,516,3224,261,1753,432,175
WBGene00012492,367,144,9,69,16,160
WBGene00012493,1,15,3,17,2,3
WBGene00012494,772,996,460,1922,497,59
WBGene00012496,2755,3302,486,2451,808,1430
WBGene00012497,6100,10989,2330,4637,4326,4421
WBGene00012498,251,158,12,101,7,498
WBGene00012500,48,65,22,21,7,56
WBGene00012501,4,5,7,2,27,0
WBGene00012502,0,21,1,0,1,2
WBGene00012503,3,24,3,1,0,0
WBGene00012504,1,24,3,1,1,4
WBGene00012505,14,35,7,19,20,0
WBGene00012509,0,4,0,1,9,9
WBGene00012512,2094,3644,455,1596,484,1903
WBGene00012513,294,2092,506,221,447,92
WBGene00012514,66,1520,130,482,835,376
WBGene00012515,0,12,6,344,0,0
WBGene00012516,1,12,3,118,0,1
WBGene00012518,177,66,11,1,40,15
WBGene00012520,2,0,3,46,0,0
WBGene00012521,17,659,7,1860,9,7
WBGene00012522,1578,4854,665,3509,1501,1540
WBGene00012523,9,34,7,24,1,1
WBGene00012524,1125,1874,520,2287,1306,2241
WBGene00012525,25,635,52,20,79,40
WBGene00012527,442,284,97,1694,455,1007
WBGene00012528,25024,44677,3653,14669,5108,5229
WBGene00012529,11,10201,2550,595,5705,864
WBGene00012530,724,17826,3202,2515,5253,2574
WBGene00012531,8821,10916,3131,11415,3341,637
WBGene00012532,5029,2573,607,1347,559,110
WBGene00012533,47,451,280,980,327,20
WBGene00012535,147,603,184,6396,714,356
WBGene00012536,358,1045,261,729,362,109
WBGene00012537,5,37,6,2,1,2
WBGene00012538,3325,1853,1097,10796,3694,904
WBGene00012540,6258,125,2483,27,2482,8
WBGene00012541,30,29,5,24,1,0
WBGene00012542,2,78,10,13,0,0
WBGene00012543,10000,26676,4538,4817,4402,5647
WBGene00012544,3752,97080,4955,13603,6498,4112
WBGene00012545,30,395,1831,3282,6564,488
WBGene00012546,1345,8686,628,4735,369,941
WBGene00012547,2,63,6,13,225,48
WBGene00012548,258,3213,357,2848,703,288
WBGene00012549,36,57,11,18,134,90
WBGene00012550,5337,3336,1616,2520,3205,3336
WBGene00012551,479,883,226,1847,793,2293
WBGene00012552,187,906,116,324,177,198
WBGene00012553,18899,48319,16185,30852,22091,16045
WBGene00012554,19566,13213,1274,3575,2488,277
WBGene00012555,3283,2272,774,1106,862,1387
WBGene00012556,2380,2328,878,1455,1285,861
WBGene00012557,19,162,10,44,49,7789
WBGene00012558,2339,3685,401,993,552,828
WBGene00012559,4223,9988,1465,1149,1299,1328
WBGene00012560,766,547,116,282,175,158
WBGene00012561,4,31,1,3,3,1
WBGene00012562,1416,12416,503,2126,1488,1550
WBGene00012564,211,539,39,1832,313,177
WBGene00012565,850,308,155,2525,773,1319
WBGene00012566,138,98,41,560,213,159
WBGene00012567,12,34,11,134,53,41
WBGene00012568,53,28,20,246,44,58
WBGene00012569,86,43,17,194,75,109
WBGene00012570,15,3,1,9,9,17
WBGene00012571,0,12,4,4,4,0
WBGene00012572,16,332,8,486,13,14
WBGene00012573,43,1730,58,3271,40,7
WBGene00012574,0,75,1,4,0,0
WBGene00012575,0,3,3,8,0,0
WBGene00012576,978,1140,294,903,594,245
WBGene00012577,22,822,40,19,10,15
WBGene00012578,2247,4282,744,2520,1381,1162
WBGene00012579,0,1,4,2,0,0
WBGene00012580,5,29,3,0,0,0
WBGene00012581,60,5,5,1,1,56
WBGene00012582,69,1040,183,162,450,256
WBGene00012583,190,485,676,29,1624,85
WBGene00012584,6775,11284,1347,3886,2111,3242
WBGene00012585,15,5592,98,46746,603,429
WBGene00012586,8,447,12,103,2,1
WBGene00012587,0,27,1,11,5,5
WBGene00012588,0,825,14,573,72,119
WBGene00012589,15,142,9,95,11,22
WBGene00012590,6,10,2,3,0,0
WBGene00012591,113,289,105,183,698,92
